iamge_link,image_alt,title,heading_link,main_content,article_title,article_status,article_uploaded,article_calendar,hahhhaha
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658546/contempt-and-reporting,ALLEGATIONS of judicial misconduct levelled by a retired senior judge against former chief justice of Pakistan Saqib Nisar have created a political storm and aggravated tensions between the PTI and the opposition on whether the 2018 elections were free and fair. The allegation itself is explosive and was recorded before an oath commissioner in the UK by former chief justice of Gilgit-Baltistan Rana Mohammad Shamim.,Contempt and reporting,Updated,"17 Nov, 2021 07:23am","17 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658544/lethal-notions-of-honour,"EVEN the busiest and largest thoroughfare in a huge and bustling city like Karachi is not unaffected by the abhorrent crime of ‘honour’ killing. While in this case, the targeted woman, Kausar Waseem, survived the attempt on her life, the man for whom she had left everything was killed in a gun attack allegedly carried out by members of her family. Waseem Ejaz was killed on Monday when the couple was returning from attending a case hearing at the Sindh High Court where Kausar had refused to be coaxed into leaving her husband of choice and going back to her family. The couple had tied the knot some months ago without the support of Kausar’s family who had registered a case in Hyderabad claiming she had been kidnapped. The couple had gone to court to have the FIR quashed but it cost Waseem his life.",Lethal notions of ‘honour’,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658545/grassroots-power,"POLITICAL conversation in Pakistan excludes the third tier of government. That is worrisome since local governments are the main building blocks of strong democracies and good governance. Strip away the rhetoric and one finds Pakistani politicians least interested in grassroots democracy because of their strong aversion to sharing power and resources with local public representatives. Unless compelled to establish local governments, politicians would do anything to undermine the lower levels of democracy. Even when they agree to hold elections, they are reluctant to devolve administrative and financial authority. Now the ECP has put the Sindh government on notice. It has given the PPP two weeks to share with the ECP maps and other relevant data for carrying out delimitations in order to hold long overdue local polls in the province. Failure to comply with these directions would automatically trigger the process at the ECP from December under the Sindh Local Government Act, 2013, and the rules framed under it.",Grassroots power,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658378/testing-ptis-strength,"THERE is a growing perception that the PTI government is experiencing a bout of instability. In recent weeks, there has been a flurry of quiet activity that suggests unrest within its ranks and anxiety that governance and politics have entered choppy waters. Latest developments suggest that the coalition allies are unhappy with the performance and attitude of the government and are now not shy of saying as much in public.",Testing PTI’s strength,Updated,"16 Nov, 2021 07:30am","16 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658377/lending-for-homes,"AFFORDABILITY is the key factor keeping the low-middle-income households from owning a house. In order to address this gap, the government last year launched a subsidised housing finance scheme under which banks have been directed by the State Bank to lend up to Rs10m to first-time homeowners. The banks have also been asked to increase their lending for the housing and construction sectors to at least 5pc of their total private sector advances by December 2021. A part of their monthly housing finance disbursements, however, must include ‘small-ticket’ loans for aspiring homeowners with monthly income as low as Rs25,000 for the construction or purchase of low-cost homes under the Mera Pakistan Mera Ghar initiative. In order to ensure the success of the scheme, the central bank assigns the banks every month rolling housing finance targets according to the size of their private sector credit portfolios. The failure to meet these targets attracts punitive action from the State Bank. Yet, lending for low-cost housing is painfully slow. The latest data shows that banks’ combined disbursements for low-cost housing remain as low as Rs18bn.",Lending for homes,Published,"16 Nov, 2021 07:00am","16 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658376/rejigging-t20-finals-stage,"AFTER the nail-biting drama of the semi-finals, the showpiece of the Twenty20 World Cup proved to be an anti-climax. The showdown between Australia and New Zealand felt well and truly over at the toss. Teams batting second had won night matches of the World Cup at the Dubai International Stadium and after Australian captain Aaron Finch put New Zealand in to bat, Kane Willamson’s side faced an uphill struggle. Both sides were chasing their maiden T20 title, Australia looking to add it to their five ODI World Cups and New Zealand seeking a first-ever limited-overs crown. Williamson’s brilliant 85 had steered his side to 172 but Australia had already shown that a target under 180 was well within their reach, having foiled Pakistan in the semi-finals. New Zealand did rock them early but Mitchell Marsh and player of the tournament David Warner led the Australian charge to victory. Having come into the tournament as underdogs, Australia once again proved they remain world cricket’s top side. For New Zealand, it was another limited-overs heartbreak, having lost the title matches at both the 2015 and 2019 ODI World Cups although their victory in the inaugural Test Championship this year shows they remain the world’s best cross-format team.",Rejigging T20 finals stage,Published,"16 Nov, 2021 06:58am","16 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658190/diluted-deal,"THE aim: agree on measures to keep global temperature increases below 1.5°C, or else prepare for Planet Earth to rapidly become unlivable. That stark choice, illustrated by the escalating frequency of extreme climate events, should have precluded any hemming and hawing — were it not for entrenched financial interests linked with the fossil fuel industry.",Diluted deal,Published,"15 Nov, 2021 07:14am","15 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658190/diluted-deal,"THE aim: agree on measures to keep global temperature increases below 1.5°C, or else prepare for Planet Earth to rapidly become unlivable. That stark choice, illustrated by the escalating frequency of extreme climate events, should have precluded any hemming and hawing — were it not for entrenched financial interests linked with the fossil fuel industry.",Diluted deal,Published,"15 Nov, 2021 07:14am","15 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658556/a-unique-tale-in-world-history,"THE valley of Tirah is located in the northwestern Pakistan in Khyber district. It is a scenic and fertile valley. The historians trace Tirah’s rich history to the Sammis race, which settled in parts of Hindukush area along with a few other tribes. One of them was Apreday; the present-day Afridis.",A unique tale in world history,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658555/respect-for-players,"FOR the national team, the T20 World Cup started on a high note and the excitement was sustained throughout the group stage during which the team remained undefeated. Things looked promising as the victory against India was so convincing that it was almost surreal. Even in the semi-final, which we lost, we batted and bowled well. We lost to a formidable Australian team that played well on the day. There was no disgrace in losing a well-contested encounter.",Respect for players,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658554/a-flawed-stance,"THIS refers to the article ‘No clear direction’ (Nov 2), which, among other things, said: “There is no escaping the fact that the country came into being as a result of a decision by a British aristocrat.” This is a flawed statement.",A flawed stance,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658553/regardless-of-gender,"A FEW months ago, the relevant minister in Punjab promised to open the schools for transgender community across the province. The initiative of launching separate educational institutions for the transgender has been eulogised by many people. However, the concept of segregation of the already underprivileged community will likely widen the gap in terms of gender discrimination. Many people already look down upon them as aliens, or even worse, and this academic isolation will underline their difference.",Regardless of gender,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658404/the-fading-dream-of-owning-a-car,"THIS is with reference to the report ‘Carmakers hike prices on higher freight, weak rupee’ (Nov 11). The automobile industry in Pakistan has always been a topic of interest whether we discuss its role in the country’s economy, or its lack of innovation, or the soaring prices.",The fading dream of owning a car,Published,"16 Nov, 2021 07:46am","16 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658403/tackling-climate-change,"ACCORDING to the Global Climate Risk Index 2020, Pakistan is the fifth most vulnerable country. Climate change is a reality, but, despite making pledges time and again, world leaders have failed to enforce a mechanism to cut harmful emissions. A top oil exporter has recently pledged to reach net zero by 2060. Ironically, the same country has planned to increase daily oil production capacity.",Tackling climate change,Published,"16 Nov, 2021 07:46am","16 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658402/saving-public-land,THIS refers to the report ‘Government departments barred from buying land for housing projects’ (Nov 3). The government has rightly decided to abolish all quotas in government housing schemes and has banned acquisition of land for housing purposes.,Saving public land,Published,"16 Nov, 2021 07:46am","16 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658551/from-the-past-pages-of-dawn-1971-fifty-years-ago-military-solution,"NEW DELHI: Prime Minister Indira Gandhi told leaders of her ruling Congress Party on Tuesday [Nov 16] that the East Pakistan problem “will be solved in a month or two or even sooner”, a party spokesman reported.",From the past pages of Dawn: 1971: fifty years ago: Military solution,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658405/from-the-past-pages-of-dawn-1971-fifty-years-ago-amin-heads-coalition,LAHORE: Seven Rightist parties … decided to forge a united front which would function as a single parliamentary party … under the Nomenclature of “United Coalition Party” (UCP) with Mr Nurul Amin as its leader. According to a joint declaration … the activities of the unified party would not remain confined to the National Assembly but further steps would be taken “to bring about greater harmony and co-operation of the parties outside the National Assembly”.,From The Past Pages Of Dawn: 1971: Fifty Years Ago: Amin heads coalition,Published,"16 Nov, 2021 07:47am","16 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,this field is empty,LAHORE: Seven Rightist parties … decided to forge a united front which would function as a single parliamentary party … under the Nomenclature of “United Coalition Party” (UCP) with Mr Nurul Amin as its leader. According to a joint declaration … the activities of the unified party would not remain confined to the National Assembly but further steps would be taken “to bring about greater harmony and co-operation of the parties outside the National Assembly”.,From The Past Pages Of Dawn: 1971: Fifty Years Ago: Six-party joint formula,Published,"15 Nov, 2021 07:27am","15 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658014/from-the-past-pages-of-dawn-1971-fifty-years-ago-last-chance-for-e-pakistan,"LAHORE: Mr Nurul Amin, President, of the Democratic Party, said here today [Nov 13] that he was giving a warning in the interest of the nation that if this time somebody from East Pakistan was not entrusted with power Pakistan might never remain united.",From The Past Pages Of Dawn: 1971: Fifty Years Ago: Last chance for E-Pakistan,Published,"14 Nov, 2021 07:13am","14 Nov, 2021",welcome in my world
image not found,Culture of saving and consumption,title,this field is empty,"LAHORE: Mr Nurul Amin, President, of the Democratic Party, said here today [Nov 13] that he was giving a warning in the interest of the nation that if this time somebody from East Pakistan was not entrusted with power Pakistan might never remain united.",OTHER VOICES : Punjab Press : Peanuts for the people,Published,"07 Jun, 2014 01:41am","07 Jun, 2014",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1110777/other-voices-pashto-press-afghan-polls-second-phase,AFGHANISTAN has announced that the second phase of its presidential election [will take place on] June 14. ... Dr Ashraf Ghani and Dr Abdullah Abdullah are in the run for the top slot. ... [Many] people were unhappy over the second phase of the election because they are worried about the lawlessness in the country. ...,OTHER VOICES: Pashto Press: Afghan polls: second phase,Published,"06 Jun, 2014 01:03am","06 Jun, 2014",welcome in my world
image not found,Culture of saving and consumption,title,this field is empty,AFGHANISTAN has announced that the second phase of its presidential election [will take place on] June 14. ... Dr Ashraf Ghani and Dr Abdullah Abdullah are in the run for the top slot. ... [Many] people were unhappy over the second phase of the election because they are worried about the lawlessness in the country. ...,OTHER VOICES: Far East Press: Top security official,Published,"05 Jun, 2014 01:27am","05 Jun, 2014",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1110334/other-voices-sri-lankan-press-natural-hazards,"MOST people woke to the news of floods, giving an inauspicious start to the week. Torrential rains continued to lash most parts of Sri Lanka on Monday, causing floods and submerging roads. … [S]ri Lanka is a great example of how society has become more vulnerable to natural hazards. Although floods are natural phenomena, human activities and human interventions into the processes of nature, such as alterations in the drainage patterns from urbanisation, agricultural practices and deforestation, have considerably changed the situation in … river basins. …The probability of flooding is expected to increase; the earth’s climate is changing rapidly. As far as possible, human interference into the processes of nature should be reversed, compensated and, in the future, prevented. It is necessary to promote … changes in water policies and land use practices....",OTHER VOICES: Sri Lankan Press: Natural hazards,Published,"04 Jun, 2014 06:47am","04 Jun, 2014",welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1657802/get-sanjrani,"ONCE bitten, twice shy. And twice bitten?",Get Sanjrani,That field is empty,That field is empty,That field is empty,welcome in my world
image not found,Culture of saving and consumption,title,this field is empty,"ONCE bitten, twice shy. And twice bitten?",Geopolitics in unsettled times,That field is empty,That field is empty,That field is empty,welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658193/culture-of-saving-and-consumption,"STANDARD ways of thinking about the economy suggest that decisions to spend, save, and what to spend on and where to save are shaped by incentives and constraints. Households will spend more over and above basic subsistence needs if it’s of greater benefit to them (in the present and in the future), and households will choose to save more if they have money left over after fulfilling their basic requirements of clothes, shelter, healthcare etc. The existing system of incentives and constraints on expenditure and savings is usually set by the government through taxes, interest rates, and administrative procedures that can facilitate one over the other.",Culture of saving and consumption,That field is empty,That field is empty,That field is empty,welcome in my world
image not found,Culture of saving and consumption,title,https://www.dawn.com/news/1658006/peace-deals-elsewhere,THE state is talking to the TTP for a deal and its critics are being told such deals have happened the world over and the Northern Ireland peace accord called the Good Friday Agreement is among the examples being cited.,Peace deals elsewhere,That field is empty,That field is empty,That field is empty,welcome in my world
image not found,Culture of saving and consumption,title,this field is empty,THE state is talking to the TTP for a deal and its critics are being told such deals have happened the world over and the Northern Ireland peace accord called the Good Friday Agreement is among the examples being cited.,Malala’s marriage,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6194ae4b3aa38.jpg,The good and the bad of electronic voting,title,this field is empty,THE state is talking to the TTP for a deal and its critics are being told such deals have happened the world over and the Northern Ireland peace accord called the Good Friday Agreement is among the examples being cited.,The good and the bad of electronic voting,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/61946b2f439ab.jpg,Editorial: Reporting allegations levelled by a senior judge against the ex-CJP should not be seen as contempt,title,this field is empty,THE state is talking to the TTP for a deal and its critics are being told such deals have happened the world over and the Northern Ireland peace accord called the Good Friday Agreement is among the examples being cited.,Editorial: Reporting allegations levelled by a senior judge against the ex-CJP should not be seen as contempt,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6194e434bbe75.png,Does Shoaib Akhtar have a 'problem' with Shahid Afridi?,title,this field is empty,THE state is talking to the TTP for a deal and its critics are being told such deals have happened the world over and the Northern Ireland peace accord called the Good Friday Agreement is among the examples being cited.,Does Shoaib Akhtar have a 'problem' with Shahid Afridi?,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/61946a4f40b20.jpg,"Instead of focusing on pressing issues, govt is engaged in futile battles with opposition and state institutions",title,this field is empty,THE state is talking to the TTP for a deal and its critics are being told such deals have happened the world over and the Northern Ireland peace accord called the Good Friday Agreement is among the examples being cited.,"Instead of focusing on pressing issues, govt is engaged in futile battles with opposition and state institutions",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6194fd72e5490.png,The tales of Umro Ayyar will come alive on the big screen with a star-studded cast,title,https://www.dawn.com/news/1658628/the-tales-of-umro-ayyar-will-come-alive-on-the-big-screen-with-a-star-studded-cast,"In case you've been curious about why some stars have been posting about an intriguing looking box and metallic pendant on social media, the mystery has finally been solved. These items set the stage for a grand announcement that revealed director Azfar Jafri's upcoming, and seemingly ambitious, movie project.",The tales of Umro Ayyar will come alive on the big screen with a star-studded cast,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/61909965cad60.jpg,"TV anchor’s son among four held for ‘harassing’ college staff, students in Islamabad",title,this field is empty,"In case you've been curious about why some stars have been posting about an intriguing looking box and metallic pendant on social media, the mystery has finally been solved. These items set the stage for a grand announcement that revealed director Azfar Jafri's upcoming, and seemingly ambitious, movie project.","TV anchor’s son among four held for ‘harassing’ college staff, students in Islamabad",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/619224726a6f5.jpg?r=1408203598,Rizwan snubbed as Babar the only Pakistani to make T20 World Cup team of the tournament,title,https://www.dawn.com/news/1658258/rizwan-snubbed-as-babar-the-only-pakistani-to-make-t20-world-cup-team-of-the-tournament,Babar Azam was the only Pakistan player in the Men’s T20 World Cup 2021 team of the tournament named by the International Cricket Council (ICC) on Monday as Mohammad Rizwan missed out despite finishing as the third-highest runs maker and scoring at an average of 70.25 runs per innings.,Rizwan snubbed as Babar the only Pakistani to make T20 World Cup team of the tournament,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6191df0c062fd.png,Nasla Tower demolition through controlled blast to cost Rs220m,title,this field is empty,Babar Azam was the only Pakistan player in the Men’s T20 World Cup 2021 team of the tournament named by the International Cricket Council (ICC) on Monday as Mohammad Rizwan missed out despite finishing as the third-highest runs maker and scoring at an average of 70.25 runs per innings.,Nasla Tower demolition through controlled blast to cost Rs220m,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6190dfcd554b6.jpg,What's wrong with criticising Hasan Ali's performance?,title,https://www.dawn.com/news/1658051/whats-wrong-with-criticising-hasan-alis-performance,Pakistan's run to the semi-final of the World Cup 2021 has been an enlightening experience. The five-match winning run that came to an abrupt halt on Thursday night in Dubai has taught us some incredible lessons that demonstrate the confused state of our national intellect.,What's wrong with criticising Hasan Ali's performance?,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/619112a3b3dbb.jpg,Russia starts missile supplies to India despite US sanctions risk,title,this field is empty,Pakistan's run to the semi-final of the World Cup 2021 has been an enlightening experience. The five-match winning run that came to an abrupt halt on Thursday night in Dubai has taught us some incredible lessons that demonstrate the confused state of our national intellect.,Russia starts missile supplies to India despite US sanctions risk,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/61922522057a7.jpg,"Ex-CJP Nisar rubbishes media report on keeping Nawaz, Maryam in jail during 2018 elections",title,https://www.dawn.com/news/1658256/ex-cjp-nisar-rubbishes-media-report-on-keeping-nawaz-maryam-in-jail-during-2018-elections,"Former chief justice of Pakistan Mian Saqib Nisar on Monday rubbished allegations levelled against him by former top judge of Gilgit-Baltistan, Rana Shamim, regarding a collusion to deny bails to former premier Nawaz Sharif and his daughter Maryam Nawaz before general elections 2018.","Ex-CJP Nisar rubbishes media report on keeping Nawaz, Maryam in jail during 2018 elections",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6193116016394.jpg,A scary future?,title,this field is empty,"Former chief justice of Pakistan Mian Saqib Nisar on Monday rubbished allegations levelled against him by former top judge of Gilgit-Baltistan, Rana Shamim, regarding a collusion to deny bails to former premier Nawaz Sharif and his daughter Maryam Nawaz before general elections 2018.",A scary future?,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6193a10919d97.jpg,"Pakistan to host 2025 Champions Trophy, announces ICC",title,https://www.dawn.com/news/1658449/pakistan-to-host-2025-champions-trophy-announces-icc,"Pakistan will host the Men’s Champions Trophy in 2025, the International Cricket Council (ICC) announced on Tuesday.","Pakistan to host 2025 Champions Trophy, announces ICC",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/61909965cad60.jpg,"TV anchor’s son among four held for ‘harassing’ college staff, students in Islamabad",title,this field is empty,"Pakistan will host the Men’s Champions Trophy in 2025, the International Cricket Council (ICC) announced on Tuesday.","TV anchor’s son among four held for ‘harassing’ college staff, students in Islamabad",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/619112a3b3dbb.jpg,Russia starts missile supplies to India despite US sanctions risk,title,this field is empty,"Pakistan will host the Men’s Champions Trophy in 2025, the International Cricket Council (ICC) announced on Tuesday.",Russia starts missile supplies to India despite US sanctions risk,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6191df0c062fd.png,Nasla Tower demolition through controlled blast to cost Rs220m,title,https://www.dawn.com/news/1658085/nasla-tower-demolition-through-controlled-blast-to-cost-rs220m,KARACHI: The city administration is learnt to have sought directions of the Supreme Court to finalise the demolition of Nasla Tower as one firm sought Rs220 million for razing the high-rise via controlled implosion while the other offered free-of-cost service via mechanical means.,Nasla Tower demolition through controlled blast to cost Rs220m,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/619224726a6f5.jpg?r=1408203598,Rizwan snubbed as Babar the only Pakistani to make T20 World Cup team of the tournament,title,this field is empty,KARACHI: The city administration is learnt to have sought directions of the Supreme Court to finalise the demolition of Nasla Tower as one firm sought Rs220 million for razing the high-rise via controlled implosion while the other offered free-of-cost service via mechanical means.,Rizwan snubbed as Babar the only Pakistani to make T20 World Cup team of the tournament,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/618fce7b938ea.jpg,Indian doctor calls Pakistan opener Mohammad Rizwan's recovery 'miraculous',title,this field is empty,KARACHI: The city administration is learnt to have sought directions of the Supreme Court to finalise the demolition of Nasla Tower as one firm sought Rs220 million for razing the high-rise via controlled implosion while the other offered free-of-cost service via mechanical means.,Indian doctor calls Pakistan opener Mohammad Rizwan's recovery 'miraculous',That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6190dfcd554b6.jpg,What's wrong with criticising Hasan Ali's performance?,title,https://www.dawn.com/news/1658051/whats-wrong-with-criticising-hasan-alis-performance,Pakistan's run to the semi-final of the World Cup 2021 has been an enlightening experience. The five-match winning run that came to an abrupt halt on Thursday night in Dubai has taught us some incredible lessons that demonstrate the confused state of our national intellect.,What's wrong with criticising Hasan Ali's performance?,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6191381cc7b89.jpg,Taliban hold military parade with US-made weapons in Kabul in show of strength,title,https://www.dawn.com/news/1658071/taliban-hold-military-parade-with-us-made-weapons-in-kabul-in-show-of-strength,Taliban forces held a military parade in Kabul on Sunday using captured American-made armoured vehicles and Russian helicopters in a display that showed their ongoing transformation from an insurgent force to a regular standing army.,Taliban hold military parade with US-made weapons in Kabul in show of strength,That field is empty,That field is empty,That field is empty,welcome in my world
