iamge_link,image_alt,title,heading_link,main_content,article_title,article_status,article_uploaded,article_calendar,hahhhaha
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658758/imf-conditions,"FINANCE ADVISER Shaukat Tarin must have had to swallow a lot of his pride when he agreed to the harsh IMF conditions for the resumption of the suspended $6bn loan programme. After all, for the last seven months we have heard him say confidently that he would win back the Washington-based lender and secure a new, concessionary deal to match the government’s growth objectives. True, a few concessions have been secured here and there, but the conditions that he revealed on Tuesday leave little room for optimism: the IMF wants Islamabad to implement prior actions for the reinstatement of the programme. Mr Tarin and the government will now be implementing everything they had refused to in April thinking they could pursue their procyclical policies to push economic growth to improve the ruling party’s electoral prospects in 2023. That the IMF had no intention of softening its conditions was obvious from day one, despite Mr Tarin’s insistence that once the government had demonstrated the viability of its growth policies the Fund would let it have its way. The government also thought the US exit from Afghanistan would increase its leverage on the Biden administration. That gamble too hasn’t paid off. The dollars it was expecting will, perhaps, never arrive.",IMF conditions,Published,"18 Nov, 2021 07:09am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658757/reopening-kartarpur,"IT may seem impossible at this point in time. But in the larger perspective, small steps can go a long way in easing the complex Pakistan-India relations. Analysts have often noted that if positive action is taken on ‘soft’ issues, the trickier challenges that have plagued relations in the subcontinent may also be ripe for resolution. The recent release of Indian fishermen prisoners by Pakistan qualifies as one such step. Religious visits also fall within the category of doable ‘soft’ solutions, and proponents of peace on both sides have long been saying that pilgrimages to sacred sites in India and Pakistan should be facilitated. In this regard, the reopening of the Kartarpur corridor is a welcome sign. The gurdwara — sacred to Sikhs for its connection to their religion’s founder Guru Nanak — located in Pakistan was renovated and opened with much fanfare in 2019. The move was appreciated by Sikhs across the world, including in India, and the opening ceremony was attended by Prime Minister Imran Khan as well as former Indian prime minister Manmohan Singh. However, the visa-free corridor facility was closed last year due to Covid-19. Now, with the reopening announced by the Indian side, it is hoped that Sikh pilgrims are allowed to visit the sacred site freely.",Reopening Kartarpur,Published,"18 Nov, 2021 07:06am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658546/contempt-and-reporting,ALLEGATIONS of judicial misconduct levelled by a retired senior judge against former chief justice of Pakistan Saqib Nisar have created a political storm and aggravated tensions between the PTI and the opposition on whether the 2018 elections were free and fair. The allegation itself is explosive and was recorded before an oath commissioner in the UK by former chief justice of Gilgit-Baltistan Rana Mohammad Shamim.,Contempt and reporting,Updated,"17 Nov, 2021 07:23am","17 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658544/lethal-notions-of-honour,"EVEN the busiest and largest thoroughfare in a huge and bustling city like Karachi is not unaffected by the abhorrent crime of ‘honour’ killing. While in this case, the targeted woman, Kausar Waseem, survived the attempt on her life, the man for whom she had left everything was killed in a gun attack allegedly carried out by members of her family. Waseem Ejaz was killed on Monday when the couple was returning from attending a case hearing at the Sindh High Court where Kausar had refused to be coaxed into leaving her husband of choice and going back to her family. The couple had tied the knot some months ago without the support of Kausar’s family who had registered a case in Hyderabad claiming she had been kidnapped. The couple had gone to court to have the FIR quashed but it cost Waseem his life.",Lethal notions of ‘honour’,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658545/grassroots-power,"POLITICAL conversation in Pakistan excludes the third tier of government. That is worrisome since local governments are the main building blocks of strong democracies and good governance. Strip away the rhetoric and one finds Pakistani politicians least interested in grassroots democracy because of their strong aversion to sharing power and resources with local public representatives. Unless compelled to establish local governments, politicians would do anything to undermine the lower levels of democracy. Even when they agree to hold elections, they are reluctant to devolve administrative and financial authority. Now the ECP has put the Sindh government on notice. It has given the PPP two weeks to share with the ECP maps and other relevant data for carrying out delimitations in order to hold long overdue local polls in the province. Failure to comply with these directions would automatically trigger the process at the ECP from December under the Sindh Local Government Act, 2013, and the rules framed under it.",Grassroots power,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658378/testing-ptis-strength,"THERE is a growing perception that the PTI government is experiencing a bout of instability. In recent weeks, there has been a flurry of quiet activity that suggests unrest within its ranks and anxiety that governance and politics have entered choppy waters. Latest developments suggest that the coalition allies are unhappy with the performance and attitude of the government and are now not shy of saying as much in public.",Testing PTI’s strength,Updated,"16 Nov, 2021 07:30am","16 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658378/testing-ptis-strength,"THERE is a growing perception that the PTI government is experiencing a bout of instability. In recent weeks, there has been a flurry of quiet activity that suggests unrest within its ranks and anxiety that governance and politics have entered choppy waters. Latest developments suggest that the coalition allies are unhappy with the performance and attitude of the government and are now not shy of saying as much in public.",Testing PTI’s strength,Updated,"16 Nov, 2021 07:30am","16 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658772/relief-package-is-here-but-not-relief,"THIS is with reference to the report ‘PM unveils Rs120bn relief package’ (Nov 4). Almost every other minister, the entire cabinet, in fact, has become habitual of comparing local prices with other countries to justify frequent increases in petroleum products and food inflation. The malaise is common even among party and social media activists.","Relief ‘package’ is here, but not relief",Published,"18 Nov, 2021 07:27am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658771/nothing-but-fantasy,THE ‘highly competent’ and ‘experienced’ economic team that drafted the ‘relief package’ for the poor in the country should have done some basic math before presenting this ‘historic package’ to the nation.,Nothing but fantasy,Published,"18 Nov, 2021 07:27am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658770/middle-class-woes,"WITH continuous inflation for the last few years, one thought that with the announcement of the recent ‘relief package’, one will finally get some consolation.",Middle class woes,Published,"18 Nov, 2021 07:27am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658769/the-poverty-plague,"INTERNATIONAL weekly The Economist has placed Pakistan at the fourth place among 43 countries with seriously high inflation rates. According to the estimates of the Pakistan Bureau of Statistics (PBS), the current inflation rate stands at nine per cent compared to 8.4pc in August. The surging prices of goods, depreciating currency value and bourgeoning current account deficit have disturbed the balance-of-payment situation down to its very core.",The poverty plague,Published,"18 Nov, 2021 07:27am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658768/the-inflation-bomb,"A BURGLAR recently broke into one of the houses in my neighbourhood. There were plenty of valuable things in the house, but he chose to steal food and grocery items. This indicates the extent of poverty and inflation in the country.",The inflation bomb,Published,"18 Nov, 2021 07:27am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658766/curbing-tax-evasion,TAX evasion is adding insult to injury when it comes to the country’s economic crisis. Merely 2.5 million or 35 per cent of the 72pc total registered taxpayers have filed their returns for tax year 2021. This is a very low rate of compliance with the tax laws.,Curbing tax evasion,Published,"18 Nov, 2021 07:27am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,this field is empty,TAX evasion is adding insult to injury when it comes to the country’s economic crisis. Merely 2.5 million or 35 per cent of the 72pc total registered taxpayers have filed their returns for tax year 2021. This is a very low rate of compliance with the tax laws.,FIVE-RUPEE COIN,Published,"18 Nov, 2021 07:27am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658773/from-the-past-pages-of-dawn-1971-fifty-years-ago-us-peace-efforts,"WASHINGTON: The United States would support any measure to reduce tensions that India and Pakistan might agree on, but is offering no American blueprint, the State Department says. Asked how the United States would react to a UN Security Council debate on the India Pakistan issue, the State Department spokesman Charles Bray noted that the United States is working “privately” for a settlement. He told newsmen on Nov 16 that “without commenting directly” on the question, “we would … support any measure that the two countries … could agree on to reduce tension in the area …”. — News agencies",From The Past Pages Of Dawn: 1971: Fifty Years Ago: US peace efforts,Published,"18 Nov, 2021 07:26am","18 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658551/from-the-past-pages-of-dawn-1971-fifty-years-ago-military-solution,"NEW DELHI: Prime Minister Indira Gandhi told leaders of her ruling Congress Party on Tuesday [Nov 16] that the East Pakistan problem “will be solved in a month or two or even sooner”, a party spokesman reported.",From the past pages of Dawn: 1971: fifty years ago: Military solution,Published,"17 Nov, 2021 06:41am","17 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,this field is empty,"NEW DELHI: Prime Minister Indira Gandhi told leaders of her ruling Congress Party on Tuesday [Nov 16] that the East Pakistan problem “will be solved in a month or two or even sooner”, a party spokesman reported.",From The Past Pages Of Dawn: 1971: Fifty Years Ago: Amin heads coalition,Published,"16 Nov, 2021 07:47am","16 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658202/from-the-past-pages-of-dawn-1971-fifty-years-ago-six-party-joint-formula,LAHORE: The Rightist Alliance parties are meeting here tomorrow [Nov 15] morning to evolve a joint formula for bringing about a broader working unity of the component parties in the National Assembly and outside the House. The meeting will be attended by … the heads of all parties except the Convention League Chief … who has … asked his General Secretary … to represent the party.,From The Past Pages Of Dawn: 1971: Fifty Years Ago: Six-party joint formula,Published,"15 Nov, 2021 07:27am","15 Nov, 2021",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1111016/other-voices-punjab-press-peanuts-for-the-people,...[T]HE government tends to have the federal budget approved hurriedly while playing up its ‘successes’ in flowery language. Presenting the budget is an annual ritual. And it cannot be taken as the final document.,OTHER VOICES : Punjab Press : Peanuts for the people,Published,"07 Jun, 2014 01:41am","07 Jun, 2014",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1110777/other-voices-pashto-press-afghan-polls-second-phase,AFGHANISTAN has announced that the second phase of its presidential election [will take place on] June 14. ... Dr Ashraf Ghani and Dr Abdullah Abdullah are in the run for the top slot. ... [Many] people were unhappy over the second phase of the election because they are worried about the lawlessness in the country. ...,OTHER VOICES: Pashto Press: Afghan polls: second phase,Published,"06 Jun, 2014 01:03am","06 Jun, 2014",welcome in my world
image not found,A damaging debate on Savarkar,title,this field is empty,AFGHANISTAN has announced that the second phase of its presidential election [will take place on] June 14. ... Dr Ashraf Ghani and Dr Abdullah Abdullah are in the run for the top slot. ... [Many] people were unhappy over the second phase of the election because they are worried about the lawlessness in the country. ...,OTHER VOICES: Far East Press: Top security official,Published,"05 Jun, 2014 01:27am","05 Jun, 2014",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1110334/other-voices-sri-lankan-press-natural-hazards,"MOST people woke to the news of floods, giving an inauspicious start to the week. Torrential rains continued to lash most parts of Sri Lanka on Monday, causing floods and submerging roads. … [S]ri Lanka is a great example of how society has become more vulnerable to natural hazards. Although floods are natural phenomena, human activities and human interventions into the processes of nature, such as alterations in the drainage patterns from urbanisation, agricultural practices and deforestation, have considerably changed the situation in … river basins. …The probability of flooding is expected to increase; the earth’s climate is changing rapidly. As far as possible, human interference into the processes of nature should be reversed, compensated and, in the future, prevented. It is necessary to promote … changes in water policies and land use practices....",OTHER VOICES: Sri Lankan Press: Natural hazards,Published,"04 Jun, 2014 06:47am","04 Jun, 2014",welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658747/red-zone-files-paging-the-parliament,"The government’s bulldozing of a truckload of bills through the joint session of the parliament on Wednesday has added a new twist to the same-page/non-page saga unfolding in agonisingly slow motion the last few weeks. Those who were preparing the last rites of the PTI government are being mocked by those who now believe everything is back to where it was and all is, in fact, rather well for Prime Minister Imran Khan.",RED ZONE FILES: Paging the parliament,That field is empty,That field is empty,That field is empty,welcome in my world
image not found,A damaging debate on Savarkar,title,this field is empty,"The government’s bulldozing of a truckload of bills through the joint session of the parliament on Wednesday has added a new twist to the same-page/non-page saga unfolding in agonisingly slow motion the last few weeks. Those who were preparing the last rites of the PTI government are being mocked by those who now believe everything is back to where it was and all is, in fact, rather well for Prime Minister Imran Khan.",Geopolitics in unsettled times,That field is empty,That field is empty,That field is empty,welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658193/culture-of-saving-and-consumption,"STANDARD ways of thinking about the economy suggest that decisions to spend, save, and what to spend on and where to save are shaped by incentives and constraints. Households will spend more over and above basic subsistence needs if it’s of greater benefit to them (in the present and in the future), and households will choose to save more if they have money left over after fulfilling their basic requirements of clothes, shelter, healthcare etc. The existing system of incentives and constraints on expenditure and savings is usually set by the government through taxes, interest rates, and administrative procedures that can facilitate one over the other.",Culture of saving and consumption,That field is empty,That field is empty,That field is empty,welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658006/peace-deals-elsewhere,THE state is talking to the TTP for a deal and its critics are being told such deals have happened the world over and the Northern Ireland peace accord called the Good Friday Agreement is among the examples being cited.,Peace deals elsewhere,That field is empty,That field is empty,That field is empty,welcome in my world
image not found,A damaging debate on Savarkar,title,https://www.dawn.com/news/1658192/malalas-marriage,CONGRATULATIONS! That is the only appropriate response to Malala Yousafzai’s marriage announcement. But the world — or Twitterati at least — had much else to say. The response says more about contemporary feminism than Malala’s decision.,Malala’s marriage,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6195ba869b3c8.jpg,Editorial: The manner in which the govt passed bills on electoral reforms is an affront to democracy,title,this field is empty,CONGRATULATIONS! That is the only appropriate response to Malala Yousafzai’s marriage announcement. But the world — or Twitterati at least — had much else to say. The response says more about contemporary feminism than Malala’s decision.,Editorial: The manner in which the govt passed bills on electoral reforms is an affront to democracy,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6195b94988f9b.jpg,"Shaukat Tarin, Reza Baqir will soon have to walk back on promises they made to Pakistan",title,this field is empty,CONGRATULATIONS! That is the only appropriate response to Malala Yousafzai’s marriage announcement. But the world — or Twitterati at least — had much else to say. The response says more about contemporary feminism than Malala’s decision.,"Shaukat Tarin, Reza Baqir will soon have to walk back on promises they made to Pakistan",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6195c23b397f7.jpg,Red Zone Files: The govt would have struggled in the joint session had it not received external support,title,this field is empty,CONGRATULATIONS! That is the only appropriate response to Malala Yousafzai’s marriage announcement. But the world — or Twitterati at least — had much else to say. The response says more about contemporary feminism than Malala’s decision.,Red Zone Files: The govt would have struggled in the joint session had it not received external support,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6195bd6999696.jpg,Greater allocation to Balochistan under the NFC award is fully justified,title,this field is empty,CONGRATULATIONS! That is the only appropriate response to Malala Yousafzai’s marriage announcement. But the world — or Twitterati at least — had much else to say. The response says more about contemporary feminism than Malala’s decision.,Greater allocation to Balochistan under the NFC award is fully justified,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6194ae4b3aa38.jpg,The good and the bad of electronic voting,title,this field is empty,CONGRATULATIONS! That is the only appropriate response to Malala Yousafzai’s marriage announcement. But the world — or Twitterati at least — had much else to say. The response says more about contemporary feminism than Malala’s decision.,The good and the bad of electronic voting,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/61909965cad60.jpg,"TV anchor’s son among four held for ‘harassing’ college staff, students in Islamabad",title,https://www.dawn.com/news/1657915/tv-anchors-son-among-four-held-for-harassing-college-staff-students-in-islamabad,"ISLAMABAD: Four people, including a son of a renowned journalist/TV anchor, were arrested on the charges of harassing and threatening the staff and students of a college in the capital on Saturday, police said.","TV anchor’s son among four held for ‘harassing’ college staff, students in Islamabad",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/619224726a6f5.jpg?r=1408203598,Rizwan snubbed as Babar the only Pakistani to make T20 World Cup team of the tournament,title,this field is empty,"ISLAMABAD: Four people, including a son of a renowned journalist/TV anchor, were arrested on the charges of harassing and threatening the staff and students of a college in the capital on Saturday, police said.",Rizwan snubbed as Babar the only Pakistani to make T20 World Cup team of the tournament,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6191df0c062fd.png,Nasla Tower demolition through controlled blast to cost Rs220m,title,this field is empty,"ISLAMABAD: Four people, including a son of a renowned journalist/TV anchor, were arrested on the charges of harassing and threatening the staff and students of a college in the capital on Saturday, police said.",Nasla Tower demolition through controlled blast to cost Rs220m,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6193a10919d97.jpg,"Pakistan to host 2025 Champions Trophy, announces ICC",title,this field is empty,"ISLAMABAD: Four people, including a son of a renowned journalist/TV anchor, were arrested on the charges of harassing and threatening the staff and students of a college in the capital on Saturday, police said.","Pakistan to host 2025 Champions Trophy, announces ICC",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6190dfcd554b6.jpg,What's wrong with criticising Hasan Ali's performance?,title,https://www.dawn.com/news/1658051/whats-wrong-with-criticising-hasan-alis-performance,Pakistan's run to the semi-final of the World Cup 2021 has been an enlightening experience. The five-match winning run that came to an abrupt halt on Thursday night in Dubai has taught us some incredible lessons that demonstrate the confused state of our national intellect.,What's wrong with criticising Hasan Ali's performance?,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/619112a3b3dbb.jpg,Russia starts missile supplies to India despite US sanctions risk,title,https://www.dawn.com/news/1658063/russia-starts-missile-supplies-to-india-despite-us-sanctions-risk,"Russia has started supplying India with S-400 air defence missile systems, Russian news agencies reported on Sunday citing Dmitry Shugayev, the head of the Russian military cooperation agency.",Russia starts missile supplies to India despite US sanctions risk,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6193116016394.jpg,A scary future?,title,this field is empty,"Russia has started supplying India with S-400 air defence missile systems, Russian news agencies reported on Sunday citing Dmitry Shugayev, the head of the Russian military cooperation agency.",A scary future?,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/61922522057a7.jpg,"Ex-CJP Nisar rubbishes media report on keeping Nawaz, Maryam in jail during 2018 elections",title,this field is empty,"Russia has started supplying India with S-400 air defence missile systems, Russian news agencies reported on Sunday citing Dmitry Shugayev, the head of the Russian military cooperation agency.","Ex-CJP Nisar rubbishes media report on keeping Nawaz, Maryam in jail during 2018 elections",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/61909965cad60.jpg,"TV anchor’s son among four held for ‘harassing’ college staff, students in Islamabad",title,this field is empty,"Russia has started supplying India with S-400 air defence missile systems, Russian news agencies reported on Sunday citing Dmitry Shugayev, the head of the Russian military cooperation agency.","TV anchor’s son among four held for ‘harassing’ college staff, students in Islamabad",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/619112a3b3dbb.jpg,Russia starts missile supplies to India despite US sanctions risk,title,this field is empty,"Russia has started supplying India with S-400 air defence missile systems, Russian news agencies reported on Sunday citing Dmitry Shugayev, the head of the Russian military cooperation agency.",Russia starts missile supplies to India despite US sanctions risk,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6191df0c062fd.png,Nasla Tower demolition through controlled blast to cost Rs220m,title,this field is empty,"Russia has started supplying India with S-400 air defence missile systems, Russian news agencies reported on Sunday citing Dmitry Shugayev, the head of the Russian military cooperation agency.",Nasla Tower demolition through controlled blast to cost Rs220m,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/619224726a6f5.jpg?r=1408203598,Rizwan snubbed as Babar the only Pakistani to make T20 World Cup team of the tournament,title,this field is empty,"Russia has started supplying India with S-400 air defence missile systems, Russian news agencies reported on Sunday citing Dmitry Shugayev, the head of the Russian military cooperation agency.",Rizwan snubbed as Babar the only Pakistani to make T20 World Cup team of the tournament,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6190dfcd554b6.jpg,What's wrong with criticising Hasan Ali's performance?,title,this field is empty,"Russia has started supplying India with S-400 air defence missile systems, Russian news agencies reported on Sunday citing Dmitry Shugayev, the head of the Russian military cooperation agency.",What's wrong with criticising Hasan Ali's performance?,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6193a10919d97.jpg,"Pakistan to host 2025 Champions Trophy, announces ICC",title,https://www.dawn.com/news/1658449/pakistan-to-host-2025-champions-trophy-announces-icc,"Pakistan will host the Men’s Champions Trophy in 2025, the International Cricket Council (ICC) announced on Tuesday.","Pakistan to host 2025 Champions Trophy, announces ICC",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/618fce7b938ea.jpg,Indian doctor calls Pakistan opener Mohammad Rizwan's recovery 'miraculous',title,this field is empty,"Pakistan will host the Men’s Champions Trophy in 2025, the International Cricket Council (ICC) announced on Tuesday.",Indian doctor calls Pakistan opener Mohammad Rizwan's recovery 'miraculous',That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6193116016394.jpg,A scary future?,title,this field is empty,"Pakistan will host the Men’s Champions Trophy in 2025, the International Cricket Council (ICC) announced on Tuesday.",A scary future?,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6194e3fae8831.png,"Govt powers through 33 crucial bills in joint session; allows voting rights for overseas Pakistanis, use of EVMs",title,https://www.dawn.com/news/1658607/govt-powers-through-33-crucial-bills-in-joint-session-allows-voting-rights-for-overseas-pakistanis-use-of-evms,"Amid fervent protest by the opposition, the government on Wednesday managed to bulldoze amendments to the Elections Act, 2017, in the joint session of parliament, thereby allowing the use of electronic voting machines and granting voting rights to overseas Pakistanis.","Govt powers through 33 crucial bills in joint session; allows voting rights for overseas Pakistanis, use of EVMs",That field is empty,That field is empty,That field is empty,welcome in my world
